,time_since_ri,wind_speed
755,-1 days +00:00:00,17.492216110229492
756,-1 days +12:00:00,10.747130393981934
757,-1 days +18:00:00,9.554718017578125
758,0 days 00:00:00,20.76874542236328
759,0 days 12:00:00,22.53592872619629
760,0 days 18:00:00,25.737468719482422
761,1 days 00:00:00,26.04341697692871
762,1 days 12:00:00,16.834644317626953
763,-1 days +06:00:00,11.395493507385254
764,-1 days +12:00:00,9.40957260131836
765,0 days 00:00:00,16.88580322265625
766,0 days 06:00:00,12.068159103393555
767,0 days 12:00:00,
768,1 days 00:00:00,22.290952682495117
769,1 days 06:00:00,39.90414047241211
770,1 days 12:00:00,
771,-1 days +06:00:00,9.40957260131836
772,-1 days +18:00:00,16.88580322265625
773,0 days 00:00:00,12.068159103393555
774,0 days 06:00:00,
775,0 days 18:00:00,22.290952682495117
776,1 days 00:00:00,39.90414047241211
777,1 days 06:00:00,
778,-2 days +06:00:00,
779,-2 days +12:00:00,13.081727027893066
780,-2 days +18:00:00,10.830602645874023
781,-1 days +00:00:00,12.404526710510254
782,-1 days +06:00:00,11.037975311279297
783,-1 days +12:00:00,
784,0 days 00:00:00,18.585294723510742
785,0 days 06:00:00,14.508721351623535
786,0 days 12:00:00,
787,1 days 00:00:00,24.79644775390625
788,1 days 06:00:00,35.323909759521484
789,1 days 12:00:00,
790,-2 days +00:00:00,
791,-2 days +06:00:00,13.081727027893066
792,-2 days +12:00:00,10.830602645874023
793,-2 days +18:00:00,12.404526710510254
794,-1 days +00:00:00,11.037975311279297
795,-1 days +06:00:00,
796,-1 days +18:00:00,18.585294723510742
797,0 days 00:00:00,14.508721351623535
798,0 days 06:00:00,
799,0 days 18:00:00,24.79644775390625
800,1 days 00:00:00,35.323909759521484
801,1 days 06:00:00,
802,-1 days +00:00:00,18.585294723510742
803,-1 days +06:00:00,14.508721351623535
804,-1 days +12:00:00,
805,0 days 00:00:00,24.79644775390625
806,0 days 06:00:00,35.323909759521484
807,0 days 12:00:00,
808,1 days 00:00:00,44.7338981628418
809,1 days 06:00:00,16.783418655395508
810,1 days 12:00:00,
811,-1 days +12:00:00,10.662870407104492
812,0 days 00:00:00,9.196270942687988
813,0 days 06:00:00,21.206748962402344
814,0 days 12:00:00,10.513787269592285
815,1 days 00:00:00,11.903748512268066
816,1 days 06:00:00,8.824102401733398
817,1 days 12:00:00,19.335718154907227
818,-1 days +18:00:00,9.196270942687988
819,0 days 00:00:00,21.206748962402344
820,0 days 06:00:00,10.513787269592285
821,0 days 18:00:00,11.903748512268066
822,1 days 00:00:00,8.824102401733398
823,1 days 06:00:00,19.335718154907227
824,1 days 18:00:00,
825,-1 days +12:00:00,9.196270942687988
826,-1 days +18:00:00,21.206748962402344
827,0 days 00:00:00,10.513787269592285
828,0 days 12:00:00,11.903748512268066
829,0 days 18:00:00,8.824102401733398
830,1 days 00:00:00,19.335718154907227
831,1 days 12:00:00,
832,1 days 18:00:00,16.988832473754883
833,-1 days +06:00:00,21.206748962402344
834,-1 days +12:00:00,10.513787269592285
835,0 days 00:00:00,11.903748512268066
836,0 days 06:00:00,8.824102401733398
837,0 days 12:00:00,19.335718154907227
838,1 days 00:00:00,
839,1 days 06:00:00,16.988832473754883
840,1 days 12:00:00,22.152198791503906
841,-1 days +12:00:00,
842,0 days 00:00:00,8.975656509399414
843,0 days 12:00:00,
844,1 days 00:00:00,24.1966552734375
845,1 days 12:00:00,18.723281860351562
846,-1 days +00:00:00,8.975656509399414
847,-1 days +12:00:00,
848,0 days 00:00:00,24.1966552734375
849,0 days 12:00:00,18.723281860351562
850,0 days 18:00:00,22.80244255065918
851,1 days 00:00:00,25.223325729370117
852,1 days 12:00:00,7.242154121398926
853,-1 days +12:00:00,26.7722110748291
854,0 days 00:00:00,17.133955001831055
855,0 days 12:00:00,12.144909858703613
856,1 days 00:00:00,
857,1 days 06:00:00,
858,1 days 12:00:00,62.44731140136719
859,-1 days +09:00:00,26.7722110748291
860,-1 days +21:00:00,17.133955001831055
861,0 days 09:00:00,12.144909858703613
862,0 days 21:00:00,
863,1 days 03:00:00,
864,1 days 09:00:00,62.44731140136719
865,1 days 21:00:00,
866,-1 days +03:00:00,26.7722110748291
867,-1 days +15:00:00,17.133955001831055
868,0 days 03:00:00,12.144909858703613
869,0 days 15:00:00,
870,0 days 21:00:00,
871,1 days 03:00:00,62.44731140136719
872,1 days 15:00:00,
873,-1 days +12:00:00,17.133955001831055
874,0 days 00:00:00,12.144909858703613
875,0 days 12:00:00,
876,0 days 18:00:00,
877,1 days 00:00:00,62.44731140136719
878,1 days 12:00:00,
879,1 days 18:00:00,
880,-1 days +09:00:00,17.133955001831055
881,-1 days +21:00:00,12.144909858703613
882,0 days 09:00:00,
883,0 days 15:00:00,
884,0 days 21:00:00,62.44731140136719
885,1 days 09:00:00,
886,1 days 15:00:00,
887,-1 days +12:00:00,15.781608581542969
888,0 days 00:00:00,25.143756866455078
889,0 days 12:00:00,
890,1 days 00:00:00,18.454343795776367
891,1 days 12:00:00,29.202177047729492
892,-1 days +06:00:00,13.205732345581055
893,-1 days +18:00:00,
894,0 days 00:00:00,26.478116989135742
895,0 days 06:00:00,13.52591323852539
896,0 days 18:00:00,
897,1 days 00:00:00,27.98876190185547
898,-1 days +06:00:00,10.140030860900879
899,0 days 00:00:00,11.378180503845215
900,0 days 06:00:00,
901,1 days 00:00:00,14.580711364746094
902,1 days 06:00:00,11.038619041442871
903,0 days 00:00:00,19.57443618774414
904,0 days 06:00:00,12.383768081665039
905,0 days 18:00:00,34.88576889038086
906,1 days 00:00:00,16.163143157958984
907,1 days 06:00:00,15.576250076293945
908,-1 days +18:00:00,19.57443618774414
909,0 days 00:00:00,12.383768081665039
910,0 days 12:00:00,34.88576889038086
911,0 days 18:00:00,16.163143157958984
912,1 days 00:00:00,15.576250076293945
913,1 days 12:00:00,
914,-1 days +06:00:00,13.083915710449219
915,-1 days +12:00:00,
916,0 days 00:00:00,16.68745231628418
917,0 days 06:00:00,15.8566312789917
918,0 days 12:00:00,9.465997695922852
919,1 days 00:00:00,
920,1 days 06:00:00,
921,1 days 12:00:00,7.229111194610596
922,-1 days +18:00:00,10.972894668579102
923,0 days 00:00:00,11.084562301635742
924,0 days 06:00:00,8.652200698852539
925,0 days 18:00:00,12.31424617767334
926,1 days 00:00:00,12.499507904052734
927,-1 days +12:00:00,10.972894668579102
928,-1 days +18:00:00,11.084562301635742
929,0 days 00:00:00,8.652200698852539
930,0 days 12:00:00,12.31424617767334
931,0 days 18:00:00,12.499507904052734
932,1 days 12:00:00,13.42774486541748
933,-1 days +06:00:00,11.084562301635742
934,-1 days +12:00:00,8.652200698852539
935,0 days 00:00:00,12.31424617767334
936,0 days 06:00:00,12.499507904052734
937,1 days 00:00:00,13.42774486541748
938,1 days 06:00:00,
939,-1 days +06:00:00,8.652200698852539
940,-1 days +18:00:00,12.31424617767334
941,0 days 00:00:00,12.499507904052734
942,0 days 18:00:00,13.42774486541748
943,1 days 00:00:00,
944,-1 days +06:00:00,
945,-1 days +18:00:00,20.364850997924805
946,0 days 00:00:00,7.518156051635742
947,0 days 06:00:00,20.611032485961914
948,0 days 18:00:00,15.83538818359375
949,1 days 00:00:00,14.182096481323242
950,1 days 06:00:00,12.314136505126953
951,1 days 18:00:00,
952,-1 days +12:00:00,20.364850997924805
953,-1 days +18:00:00,7.518156051635742
954,0 days 00:00:00,20.611032485961914
955,0 days 12:00:00,15.83538818359375
956,0 days 18:00:00,14.182096481323242
957,1 days 00:00:00,12.314136505126953
958,1 days 12:00:00,
959,1 days 18:00:00,
960,-1 days +00:00:00,18.432453155517578
961,-1 days +06:00:00,15.600512504577637
962,-1 days +18:00:00,6.8310418128967285
963,0 days 00:00:00,17.391477584838867
964,0 days 06:00:00,
965,0 days 18:00:00,35.9732780456543
966,1 days 00:00:00,
967,1 days 06:00:00,7.457812309265137
968,-1 days +12:00:00,
969,0 days 00:00:00,18.300657272338867
970,0 days 12:00:00,33.48491668701172
971,0 days 18:00:00,13.17280387878418
972,1 days 00:00:00,
973,1 days 12:00:00,
974,0 days 00:00:00,14.33700180053711
975,0 days 12:00:00,
976,0 days 18:00:00,11.03973388671875
977,1 days 00:00:00,
978,1 days 12:00:00,
979,-2 days +21:00:00,10.118423461914062
980,-1 days +03:00:00,
981,-1 days +15:00:00,13.571840286254883
982,-1 days +21:00:00,27.390920639038086
983,0 days 03:00:00,7.544854640960693
984,0 days 15:00:00,26.61768341064453
985,0 days 21:00:00,28.47285270690918
986,1 days 15:00:00,
987,-2 days +18:00:00,10.118423461914062
988,-1 days +00:00:00,
989,-1 days +12:00:00,13.571840286254883
990,-1 days +18:00:00,27.390920639038086
991,0 days 00:00:00,7.544854640960693
992,0 days 12:00:00,26.61768341064453
993,0 days 18:00:00,28.47285270690918
994,1 days 12:00:00,
995,-2 days +15:00:00,10.118423461914062
996,-2 days +21:00:00,
997,-1 days +09:00:00,13.571840286254883
998,-1 days +15:00:00,27.390920639038086
999,-1 days +21:00:00,7.544854640960693
1000,0 days 09:00:00,26.61768341064453
1001,0 days 15:00:00,28.47285270690918
1002,1 days 09:00:00,
1003,-1 days +12:00:00,10.657747268676758
1004,0 days 00:00:00,12.031282424926758
1005,0 days 06:00:00,8.733771324157715
1006,0 days 12:00:00,17.809595108032227
1007,1 days 00:00:00,19.624799728393555
1008,1 days 06:00:00,7.639538288116455
1009,1 days 12:00:00,18.8033447265625
1010,-1 days +18:00:00,12.031282424926758
1011,0 days 00:00:00,8.733771324157715
1012,0 days 06:00:00,17.809595108032227
1013,0 days 18:00:00,19.624799728393555
1014,1 days 00:00:00,7.639538288116455
1015,1 days 06:00:00,18.8033447265625
1016,-1 days +12:00:00,11.99349308013916
1017,-1 days +18:00:00,8.978693962097168
1018,0 days 00:00:00,20.0343074798584
1019,0 days 12:00:00,19.624799728393555
1020,0 days 18:00:00,7.248471736907959
1021,1 days 00:00:00,
1022,1 days 12:00:00,23.891788482666016
1023,-1 days +12:00:00,20.0343074798584
1024,0 days 00:00:00,19.624799728393555
1025,0 days 06:00:00,7.248471736907959
1026,0 days 12:00:00,
1027,1 days 00:00:00,23.891788482666016
1028,1 days 06:00:00,14.550222396850586
1029,1 days 12:00:00,14.395156860351562
1030,-1 days +12:00:00,
1031,0 days 00:00:00,23.891788482666016
1032,0 days 06:00:00,14.550222396850586
1033,0 days 12:00:00,14.395156860351562
1034,1 days 00:00:00,
1035,1 days 06:00:00,51.26100540161133
1036,1 days 12:00:00,51.26100540161133
1037,-1 days +18:00:00,23.891788482666016
1038,0 days 00:00:00,14.550222396850586
1039,0 days 06:00:00,14.395156860351562
1040,0 days 18:00:00,
1041,1 days 00:00:00,51.26100540161133
1042,1 days 06:00:00,51.26100540161133
1043,-1 days +12:00:00,
1044,0 days 00:00:00,16.089357376098633
1045,0 days 06:00:00,
1046,0 days 12:00:00,27.239564895629883
1047,1 days 00:00:00,
1048,1 days 06:00:00,18.509296417236328
1049,1 days 12:00:00,
1050,-1 days +12:00:00,16.089357376098633
1051,-1 days +18:00:00,
1052,0 days 00:00:00,27.239564895629883
1053,0 days 12:00:00,
1054,0 days 18:00:00,18.509296417236328
1055,1 days 00:00:00,
1056,1 days 12:00:00,19.870878219604492
1057,1 days 18:00:00,11.591604232788086
1058,-1 days +00:00:00,13.218201637268066
1059,-1 days +06:00:00,25.066394805908203
1060,0 days 00:00:00,16.761552810668945
1061,0 days 06:00:00,
1062,1 days 00:00:00,23.3021183013916
1063,1 days 06:00:00,13.447298049926758
1064,-1 days +18:00:00,
1065,0 days 00:00:00,10.346513748168945
1066,0 days 12:00:00,
1067,0 days 18:00:00,20.619365692138672
1068,1 days 00:00:00,14.937885284423828
1069,1 days 12:00:00,8.965213775634766
1070,-1 days +00:00:00,
1071,-1 days +12:00:00,
1072,-1 days +18:00:00,12.478769302368164
1073,0 days 00:00:00,14.104948997497559
1074,0 days 12:00:00,26.05648422241211
1075,0 days 18:00:00,49.23629379272461
1076,1 days 00:00:00,
1077,1 days 12:00:00,11.375436782836914
1078,-1 days +12:00:00,19.690757751464844
1079,0 days 00:00:00,12.5712308883667
1080,0 days 06:00:00,10.534137725830078
1081,0 days 12:00:00,20.091873168945312
1082,1 days 00:00:00,10.091310501098633
1083,1 days 06:00:00,16.969289779663086
1084,1 days 12:00:00,
1085,-1 days +06:00:00,19.690757751464844
1086,-1 days +18:00:00,12.5712308883667
1087,0 days 00:00:00,10.534137725830078
1088,0 days 06:00:00,20.091873168945312
1089,0 days 18:00:00,10.091310501098633
1090,1 days 00:00:00,16.969289779663086
1091,1 days 06:00:00,
1092,-1 days +12:00:00,12.5712308883667
1093,-1 days +18:00:00,10.534137725830078
1094,0 days 00:00:00,20.091873168945312
1095,0 days 12:00:00,10.091310501098633
1096,0 days 18:00:00,16.969289779663086
1097,1 days 00:00:00,
1098,1 days 12:00:00,
1099,-2 days +00:00:00,10.769817352294922
1100,-2 days +12:00:00,5.337610721588135
1101,-2 days +18:00:00,11.781861305236816
1102,-1 days +00:00:00,7.433310508728027
1103,-1 days +12:00:00,4.95517110824585
1104,-1 days +18:00:00,17.06857681274414
1105,0 days 00:00:00,10.664522171020508
1106,0 days 12:00:00,15.395299911499023
1107,0 days 18:00:00,18.071552276611328
1108,1 days 00:00:00,22.389503479003906
1109,1 days 12:00:00,7.187965393066406
1110,-3 days +12:00:00,10.769817352294922
1111,-2 days +00:00:00,5.337610721588135
1112,-2 days +06:00:00,11.781861305236816
1113,-2 days +12:00:00,7.433310508728027
1114,-1 days +00:00:00,4.95517110824585
1115,-1 days +06:00:00,17.06857681274414
1116,-1 days +12:00:00,10.664522171020508
1117,0 days 00:00:00,15.395299911499023
1118,0 days 06:00:00,18.071552276611328
1119,0 days 12:00:00,22.389503479003906
1120,1 days 00:00:00,7.187965393066406
1121,1 days 06:00:00,
1122,1 days 12:00:00,
1123,-3 days +06:00:00,10.769817352294922
1124,-1 days +06:00:00,10.664522171020508
1125,-1 days +18:00:00,15.395299911499023
1126,0 days 00:00:00,18.071552276611328
1127,0 days 06:00:00,22.389503479003906
1128,0 days 18:00:00,7.187965393066406
1129,1 days 00:00:00,
1130,1 days 06:00:00,
1131,-1 days +18:00:00,
1132,0 days 00:00:00,12.42347526550293
1133,0 days 06:00:00,10.740245819091797
1134,0 days 18:00:00,6.580997943878174
1135,1 days 00:00:00,6.550784587860107
1136,1 days 06:00:00,17.021690368652344
1137,-1 days +12:00:00,
1138,-1 days +18:00:00,12.42347526550293
1139,0 days 00:00:00,10.740245819091797
1140,0 days 12:00:00,6.580997943878174
1141,0 days 18:00:00,6.550784587860107
1142,1 days 00:00:00,17.021690368652344
1143,1 days 12:00:00,26.638792037963867
1144,-1 days +12:00:00,
1145,0 days 00:00:00,6.580997943878174
1146,0 days 06:00:00,6.550784587860107
1147,0 days 12:00:00,17.021690368652344
1148,1 days 00:00:00,26.638792037963867
1149,1 days 12:00:00,25.321069717407227
1150,-1 days +18:00:00,6.580997943878174
1151,0 days 00:00:00,6.550784587860107
1152,0 days 06:00:00,17.021690368652344
1153,0 days 18:00:00,26.638792037963867
1154,1 days 06:00:00,25.321069717407227
1155,-1 days +12:00:00,6.580997943878174
1156,-1 days +18:00:00,6.550784587860107
1157,0 days 00:00:00,17.021690368652344
1158,0 days 12:00:00,26.638792037963867
1159,1 days 00:00:00,25.321069717407227
1160,1 days 12:00:00,
